j_i   		ka_i   		kc_i   		j_f   		ka_f   		kc_f   		H2_i(j)   		H2_f(j)   			sigmaU(Ang^2)   		sigmaE(Ang^2)   		E_i_H2O         		E_i_H2          		E_f_H2O         		E_f_H2          
12		8		4		13		6		8		3		3			1.481254965000E-01		3.089387557000E-01		2.906644000000E+03		7.302360000000E+02		2.803302000000E+03		7.302360000000E+02
12		8		4		13		7		7		3		1			4.300897596000E-01		1.480964519000E+00		2.906644000000E+03		7.302360000000E+02		2.998104000000E+03		1.217060000000E+02
12		8		4		13		7		7		3		3			2.074027106000E+00		1.281451046000E+00		2.906644000000E+03		7.302360000000E+02		2.998104000000E+03		7.302360000000E+02
12		8		4		13		8		6		3		1			1.257860179000E-01		6.343270543000E+00		2.906644000000E+03		7.302360000000E+02		3.226489000000E+03		1.217060000000E+02
12		8		4		13		8		6		3		3			8.352496824000E-02		2.192261970000E-02		2.906644000000E+03		7.302360000000E+02		3.226489000000E+03		7.302360000000E+02
12		8		4		13		9		5		3		1			7.942275808000E-02		9.326545828000E-02		2.906644000000E+03		7.302360000000E+02		3.489238000000E+03		1.217060000000E+02
12		8		4		14		0		14		3		5			4.533828799000E-07		1.374699598000E-07		2.906644000000E+03		7.302360000000E+02		2.085484000000E+03		1.825590000000E+03
12		8		4		14		1		13		3		5			5.678473178000E-06		8.431542759000E-07		2.906644000000E+03		7.302360000000E+02		2.347260000000E+03		1.825590000000E+03
12		8		4		14		2		12		3		3			4.472520446000E-05		3.423228200000E-02		2.906644000000E+03		7.302360000000E+02		2.582789000000E+03		7.302360000000E+02
12		8		4		14		3		11		3		3			1.425470532000E-03		3.424572685000E-03		2.906644000000E+03		7.302360000000E+02		2.787422000000E+03		7.302360000000E+02
12		8		4		14		4		10		3		1			2.247345117000E-01		4.685777771000E-01		2.906644000000E+03		7.302360000000E+02		2.946481000000E+03		1.217060000000E+02
12		8		4		14		4		10		3		3			1.418806685000E-02		1.133973003000E-02		2.906644000000E+03		7.302360000000E+02		2.946481000000E+03		7.302360000000E+02
12		8		4		14		5		9		3		1			2.501633516000E-03		1.900430881000E-02		2.906644000000E+03		7.302360000000E+02		3.057268000000E+03		1.217060000000E+02
12		8		4		14		5		9		3		3			8.671107932000E-03		4.133958365000E-03		2.906644000000E+03		7.302360000000E+02		3.057268000000E+03		7.302360000000E+02
12		8		4		14		6		8		3		1			6.454513312000E-06		4.822952385000E-02		2.906644000000E+03		7.302360000000E+02		3.175287000000E+03		1.217060000000E+02
12		8		4		14		6		8		3		3			3.058710433000E-02		9.445367509000E-03		2.906644000000E+03		7.302360000000E+02		3.175287000000E+03		7.302360000000E+02
12		8		4		14		7		7		3		1			3.304616429000E-02		1.286745723000E-01		2.906644000000E+03		7.302360000000E+02		3.349450000000E+03		1.217060000000E+02
12		8		4		14		8		6		3		1			4.145792626000E-03		3.025001625000E-03		2.906644000000E+03		7.302360000000E+02		3.572525000000E+03		1.217060000000E+02
12		8		4		15		1		15		3		5			3.792954441000E-08		5.305276131000E-09		2.906644000000E+03		7.302360000000E+02		2.373699000000E+03		1.825590000000E+03
12		8		4		15		2		14		3		3			2.338198346000E-06		3.683188070000E-05		2.906644000000E+03		7.302360000000E+02		2.655302000000E+03		7.302360000000E+02
12		8		4		15		3		13		3		3			9.040725199000E-05		8.807325235000E-05		2.906644000000E+03		7.302360000000E+02		2.911067000000E+03		7.302360000000E+02
12		8		4		15		4		12		3		1			8.770551337000E-06		6.201827786000E-04		2.906644000000E+03		7.302360000000E+02		3.139217000000E+03		1.217060000000E+02
12		8		4		15		4		12		3		3			3.775011994000E-04		1.318330883000E-04		2.906644000000E+03		7.302360000000E+02		3.139217000000E+03		7.302360000000E+02
12		8		4		15		5		11		3		1			2.923423716000E-04		1.267919260000E-03		2.906644000000E+03		7.302360000000E+02		3.340513000000E+03		1.217060000000E+02
12		8		4		15		6		10		3		1			6.768941603000E-04		6.330050729000E-04		2.906644000000E+03		7.302360000000E+02		3.526627000000E+03		1.217060000000E+02
12		8		4		16		0		16		3		3			2.622630783000E-08		2.454828712000E-07		2.906644000000E+03		7.302360000000E+02		2.680468000000E+03		7.302360000000E+02
12		8		4		16		1		15		3		1			6.906959320000E-06		2.003241435000E-05		2.906644000000E+03		7.302360000000E+02		2.981879000000E+03		1.217060000000E+02
12		8		4		16		1		15		3		3			1.197237992000E-06		7.992431159000E-07		2.906644000000E+03		7.302360000000E+02		2.981879000000E+03		7.302360000000E+02
12		8		4		16		2		14		3		1			6.545729030000E-07		1.202430127000E-05		2.906644000000E+03		7.302360000000E+02		3.257569000000E+03		1.217060000000E+02
12		8		4		16		3		13		3		1			2.025083960000E-05		2.153327708000E-05		2.906644000000E+03		7.302360000000E+02		3.505015000000E+03		1.217060000000E+02
12		8		4		17		1		17		3		1			2.452250235000E-08		9.209484536000E-08		2.906644000000E+03		7.302360000000E+02		3.005792000000E+03		1.217060000000E+02
12		8		4		17		1		17		3		3			1.294609564000E-08		7.718686145000E-09		2.906644000000E+03		7.302360000000E+02		3.005792000000E+03		7.302360000000E+02
12		8		4		17		2		16		3		1			2.761138322000E-08		1.426362175000E-07		2.906644000000E+03		7.302360000000E+02		3.327006000000E+03		1.217060000000E+02
12		8		4		18		0		18		3		1			6.584224628000E-10		2.557111764000E-09		2.906644000000E+03		7.302360000000E+02		3.349671000000E+03		1.217060000000E+02
12		9		3		5		5		1		3		7			1.574181931000E-04		4.932999891000E-05		3.171043000000E+03		7.302360000000E+02		7.577320000000E+02		3.407768000000E+03
12		9		3		6		3		3		3		7			3.948231856000E-03		1.730417588000E-03		3.171043000000E+03		7.302360000000E+02		6.650450000000E+02		3.407768000000E+03
12		9		3		6		4		2		3		7			3.371252341000E-04		1.033355732000E-04		3.171043000000E+03		7.302360000000E+02		7.644010000000E+02		3.407768000000E+03
12		9		3		6		5		1		3		7			1.220138892000E-02		2.473282613000E-03		3.171043000000E+03		7.302360000000E+02		9.038000000000E+02		3.407768000000E+03
12		9		3		6		6		0		3		7			9.092318706000E-04		1.215355357000E-04		3.171043000000E+03		7.302360000000E+02		1.076531000000E+03		3.407768000000E+03
12		9		3		7		2		6		3		7			6.549503667000E-05		2.404558156000E-05		3.171043000000E+03		7.302360000000E+02		7.120420000000E+02		3.407768000000E+03
12		9		3		7		3		5		3		7			2.459610255000E-04		6.308857381000E-05		3.171043000000E+03		7.302360000000E+02		8.209440000000E+02		3.407768000000E+03
12		9		3		7		4		4		3		7			5.962466122000E-03		1.112770117000E-03		3.171043000000E+03		7.302360000000E+02		9.352780000000E+02		3.407768000000E+03
12		9		3		7		5		3		3		7			2.360805126000E-03		3.166714528000E-04		3.171043000000E+03		7.302360000000E+02		1.074924000000E+03		3.407768000000E+03
12		9		3		7		6		2		3		7			1.292099938000E-03		1.229460948000E-04		3.171043000000E+03		7.302360000000E+02		1.246767000000E+03		3.407768000000E+03
12		9		3		8		0		8		3		7			1.451873841000E-06		4.736461733000E-07		3.171043000000E+03		7.302360000000E+02		7.457810000000E+02		3.407768000000E+03
12		9		3		8		1		7		3		7			1.589270726000E-05		3.371992284000E-06		3.171043000000E+03		7.302360000000E+02		8.869600000000E+02		3.407768000000E+03
12		9		3		8		2		6		3		7			5.143150724000E-05		8.369914846000E-06		3.171043000000E+03		7.302360000000E+02		9.904120000000E+02		3.407768000000E+03
12		9		3		8		3		5		3		7			4.495258045000E-04		6.242286840000E-05		3.171043000000E+03		7.302360000000E+02		1.059175000000E+03		3.407768000000E+03
12		9		3		8		4		4		3		7			6.723094347000E-04		7.832574792000E-05		3.171043000000E+03		7.302360000000E+02		1.141911000000E+03		3.407768000000E+03
12		9		3		8		5		3		3		7			1.354516333000E-03		1.230607412000E-04		3.171043000000E+03		7.302360000000E+02		1.272246000000E+03		3.407768000000E+03
12		9		3		9		1		9		3		7			4.168563824000E-07		8.037033724000E-08		3.171043000000E+03		7.302360000000E+02		9.227280000000E+02		3.407768000000E+03
12		9		3		9		2		8		3		7			8.976797716000E-06		1.176709909000E-06		3.171043000000E+03		7.302360000000E+02		1.085548000000E+03		3.407768000000E+03
12		9		3		9		3		7		3		7			2.864204003000E-05		2.837889990000E-06		3.171043000000E+03		7.302360000000E+02		1.224951000000E+03		3.407768000000E+03
12		9		3		9		8		2		3		5			2.471772294000E-01		2.148673726000E-01		3.171043000000E+03		7.302360000000E+02		2.100067000000E+03		1.825590000000E+03
12		9		3		9		9		1		3		5			6.827320615000E-02		1.955559396000E-02		3.171043000000E+03		7.302360000000E+02		2.367500000000E+03		1.825590000000E+03
12		9		3		10		0		10		3		7			1.125849828000E-07		1.377306049000E-08		3.171043000000E+03		7.302360000000E+02		1.118159000000E+03		3.407768000000E+03
12		9		3		10		1		9		3		7			1.416627508000E-06		1.224710061000E-07		3.171043000000E+03		7.302360000000E+02		1.300259000000E+03		3.407768000000E+03
12		9		3		10		7		3		3		5			2.099904242000E+00		1.731679656000E+00		3.171043000000E+03		7.302360000000E+02		2.109692000000E+03		1.825590000000E+03
12		9		3		10		8		2		3		5			1.742624700000E+00		5.393014057000E-01		3.171043000000E+03		7.302360000000E+02		2.343673000000E+03		1.825590000000E+03
12		9		3		10		9		1		3		5			4.732853446000E-02		7.048301515000E-03		3.171043000000E+03		7.302360000000E+02		2.610369000000E+03		1.825590000000E+03
12		9		3		10		10		0		3		3			7.171528947000E-03		1.466445486000E-01		3.171043000000E+03		7.302360000000E+02		2.909347000000E+03		7.302360000000E+02
12		9		3		11		5		7		3		5			9.240530714000E-02		1.386098313000E-01		3.171043000000E+03		7.302360000000E+02		2.014030000000E+03		1.825590000000E+03
12		9		3		11		6		6		3		5			1.489748737000E-01		8.628593345000E-02		3.171043000000E+03		7.302360000000E+02		2.181184000000E+03		1.825590000000E+03
12		9		3		11		7		5		3		5			2.287352982000E+00		6.300361672000E-01		3.171043000000E+03		7.302360000000E+02		2.379900000000E+03		1.825590000000E+03
12		9		3		11		8		4		3		5			1.670735851000E-01		2.476279516000E-02		3.171043000000E+03		7.302360000000E+02		2.612446000000E+03		1.825590000000E+03
12		9		3		11		9		3		3		3			5.900855866000E-02		3.584407421000E+00		3.171043000000E+03		7.302360000000E+02		2.878154000000E+03		7.302360000000E+02
12		9		3		11		10		2		3		3			1.894579172000E+00		1.835194459000E+00		3.171043000000E+03		7.302360000000E+02		3.176436000000E+03		7.302360000000E+02
12		9		3		11		11		1		3		1			2.088829340000E-03		5.870155902000E-02		3.171043000000E+03		7.302360000000E+02		3.506955000000E+03		1.217060000000E+02
12		9		3		11		11		1		3		3			9.218500984000E-03		2.305228957000E-03		3.171043000000E+03		7.302360000000E+02		3.506955000000E+03		7.302360000000E+02
12		9		3		12		3		9		3		5			2.748331428000E-03		1.950441018000E-03		3.171043000000E+03		7.302360000000E+02		2.138537000000E+03		1.825590000000E+03
12		9		3		12		4		8		3		5			5.587719453000E-03		2.458597131000E-03		3.171043000000E+03		7.302360000000E+02		2.246228000000E+03		1.825590000000E+03
12		9		3		12		5		7		3		5			1.308593344000E-02		4.068385748000E-03		3.171043000000E+03		7.302360000000E+02		2.342291000000E+03		1.825590000000E+03
12		9		3		12		6		6		3		5			6.141752019000E-02		1.252043773000E-02		3.171043000000E+03		7.302360000000E+02		2.483865000000E+03		1.825590000000E+03
12		9		3		12		8		4		3		3			2.261488056000E-01		4.980061173000E+00		3.171043000000E+03		7.302360000000E+02		2.906644000000E+03		7.302360000000E+02
12		9		3		12		9		3		3		3			0.000000000000E+00		0.000000000000E+00		3.171043000000E+03		7.302360000000E+02		3.171043000000E+03		7.302360000000E+02
12		9		3		12		10		2		3		1			9.777903560000E-03		1.788900373000E+00		3.171043000000E+03		7.302360000000E+02		3.468414000000E+03		1.217060000000E+02
12		9		3		12		10		2		3		3			1.478376532000E-01		4.160516661000E-02		3.171043000000E+03		7.302360000000E+02		3.468414000000E+03		7.302360000000E+02
12		9		3		12		11		1		3		1			1.171950659000E-02		1.051671726000E-02		3.171043000000E+03		7.302360000000E+02		3.798267000000E+03		1.217060000000E+02
12		9		3		13		2		12		3		5			1.679757288000E-05		1.874192234000E-05		3.171043000000E+03		7.302360000000E+02		2.057783000000E+03		1.825590000000E+03
12		9		3		13		3		11		3		5			1.479805942000E-04		5.860317992000E-05		3.171043000000E+03		7.302360000000E+02		2.273615000000E+03		1.825590000000E+03
12		9		3		13		4		10		3		5			4.570618148000E-04		9.871521781000E-05		3.171043000000E+03		7.302360000000E+02		2.462683000000E+03		1.825590000000E+03
12		9		3		13		5		9		3		5			1.279378981000E-03		1.812871078000E-04		3.171043000000E+03		7.302360000000E+02		2.632286000000E+03		1.825590000000E+03
12		9		3		13		7		7		3		3			6.577078362000E-02		2.792616941000E-01		3.171043000000E+03		7.302360000000E+02		2.998104000000E+03		7.302360000000E+02
12		9		3		13		8		6		3		1			1.566321194000E+00		3.752353528000E+00		3.171043000000E+03		7.302360000000E+02		3.226489000000E+03		1.217060000000E+02
12		9		3		13		8		6		3		3			2.624899230000E+00		1.933959928000E+00		3.171043000000E+03		7.302360000000E+02		3.226489000000E+03		7.302360000000E+02
12		9		3		13		9		5		3		1			9.258565085000E-02		5.012510723000E+00		3.171043000000E+03		7.302360000000E+02		3.489238000000E+03		1.217060000000E+02
12		9		3		13		9		5		3		3			4.845046604000E-02		1.278091871000E-02		3.171043000000E+03		7.302360000000E+02		3.489238000000E+03		7.302360000000E+02
12		9		3		13		10		4		3		1			5.388774647000E-02		5.205340383000E-02		3.171043000000E+03		7.302360000000E+02		3.785442000000E+03		1.217060000000E+02
12		9		3		14		0		14		3		5			7.962690885000E-08		7.517976999000E-08		3.171043000000E+03		7.302360000000E+02		2.085484000000E+03		1.825590000000E+03
12		9		3		14		1		13		3		5			1.473666282000E-06		4.506959225000E-07		3.171043000000E+03		7.302360000000E+02		2.347260000000E+03		1.825590000000E+03
12		9		3		14		2		12		3		5			1.818128816000E-05		2.887653147000E-06		3.171043000000E+03		7.302360000000E+02		2.582789000000E+03		1.825590000000E+03
12		9		3		14		4		10		3		3			3.841012646000E-04		3.491866838000E-03		3.171043000000E+03		7.302360000000E+02		2.946481000000E+03		7.302360000000E+02
12		9		3		14		5		9		3		3			1.732014691000E-03		3.959536005000E-03		3.171043000000E+03		7.302360000000E+02		3.057268000000E+03		7.302360000000E+02
12		9		3		14		6		8		3		3			8.050465873000E-03		7.850885025000E-03		3.171043000000E+03		7.302360000000E+02		3.175287000000E+03		7.302360000000E+02
12		9		3		14		7		7		3		1			1.886793926000E-03		2.404426479000E-02		3.171043000000E+03		7.302360000000E+02		3.349450000000E+03		1.217060000000E+02
12		9		3		14		7		7		3		3			5.742777604000E-02		2.450116941000E-02		3.171043000000E+03		7.302360000000E+02		3.349450000000E+03		7.302360000000E+02
12		9		3		14		8		6		3		1			2.150295361000E-02		1.459891259000E-01		3.171043000000E+03		7.302360000000E+02		3.572525000000E+03		1.217060000000E+02
12		9		3		14		9		5		3		1			3.335876050000E-03		2.483544978000E-03		3.171043000000E+03		7.302360000000E+02		3.832984000000E+03		1.217060000000E+02
12		9		3		15		1		15		3		5			1.058160012000E-08		2.971923898000E-09		3.171043000000E+03		7.302360000000E+02		2.373699000000E+03		1.825590000000E+03
12		9		3		15		3		13		3		3			5.180742736000E-06		1.011973521000E-04		3.171043000000E+03		7.302360000000E+02		2.911067000000E+03		7.302360000000E+02
12		9		3		15		4		12		3		3			1.160423947000E-04		1.415960243000E-04		3.171043000000E+03		7.302360000000E+02		3.139217000000E+03		7.302360000000E+02
12		9		3		15		5		11		3		1			5.878068209000E-05		6.247883167000E-04		3.171043000000E+03		7.302360000000E+02		3.340513000000E+03		1.217060000000E+02
12		9		3		15		5		11		3		3			4.108285174000E-04		1.815299830000E-04		3.171043000000E+03		7.302360000000E+02		3.340513000000E+03		7.302360000000E+02
12		9		3		15		6		10		3		1			7.248055087000E-05		1.186257396000E-03		3.171043000000E+03		7.302360000000E+02		3.526627000000E+03		1.217060000000E+02
12		9		3		15		7		9		3		1			1.312636674000E-03		1.921595380000E-03		3.171043000000E+03		7.302360000000E+02		3.721276000000E+03		1.217060000000E+02
12		9		3		16		1		15		3		3			1.321860829000E-07		6.921483654000E-07		3.171043000000E+03		7.302360000000E+02		2.981879000000E+03		7.302360000000E+02
12		9		3		16		2		14		3		1			4.249539131000E-06		1.386678621000E-05		3.171043000000E+03		7.302360000000E+02		3.257569000000E+03		1.217060000000E+02
12		9		3		16		2		14		3		3			2.347203441000E-06		1.484302474000E-06		3.171043000000E+03		7.302360000000E+02		3.257569000000E+03		7.302360000000E+02
12		9		3		16		3		13		3		1			3.709274074000E-07		1.109268782000E-05		3.171043000000E+03		7.302360000000E+02		3.505015000000E+03		1.217060000000E+02
12		9		3		16		3		13		3		3			1.257521457000E-05		3.162864987000E-06		3.171043000000E+03		7.302360000000E+02		3.505015000000E+03		7.302360000000E+02
12		9		3		16		4		12		3		1			1.231686218000E-05		1.864834085000E-05		3.171043000000E+03		7.302360000000E+02		3.716640000000E+03		1.217060000000E+02
12		9		3		17		1		17		3		3			9.445585618000E-10		3.657557025000E-09		3.171043000000E+03		7.302360000000E+02		3.005792000000E+03		7.302360000000E+02
12		9		3		17		2		16		3		1			1.344718882000E-08		1.117271753000E-07		3.171043000000E+03		7.302360000000E+02		3.327006000000E+03		1.217060000000E+02
12		9		3		17		2		16		3		3			3.347213011000E-08		1.561338337000E-08		3.171043000000E+03		7.302360000000E+02		3.327006000000E+03		7.302360000000E+02
12		9		3		17		3		15		3		1			3.747269933000E-08		1.318694414000E-07		3.171043000000E+03		7.302360000000E+02		3.622685000000E+03		1.217060000000E+02
12		9		3		18		0		18		3		1			1.159497590000E-10		1.484563301000E-09		3.171043000000E+03		7.302360000000E+02		3.349671000000E+03		1.217060000000E+02
12		9		3		18		0		18		3		3			4.599493889000E-10		1.960657692000E-10		3.171043000000E+03		7.302360000000E+02		3.349671000000E+03		7.302360000000E+02
12		9		3		18		1		17		3		1			1.490879376000E-09		2.756455371000E-09		3.171043000000E+03		7.302360000000E+02		3.690680000000E+03		1.217060000000E+02
12		9		3		19		1		19		3		1			1.722062545000E-11		2.696096191000E-11		3.171043000000E+03		7.302360000000E+02		3.712105000000E+03		1.217060000000E+02
13		1		13		5		5		1		3		5			7.727787720000E-07		6.261900765000E-07		1.815824000000E+03		7.302360000000E+02		7.577320000000E+02		1.825590000000E+03
13		1		13		6		3		3		3		5			5.739670102000E-04		8.231283179000E-04		1.815824000000E+03		7.302360000000E+02		6.650450000000E+02		1.825590000000E+03
13		1		13		6		4		2		3		5			2.920576499000E-05		2.284218684000E-05		1.815824000000E+03		7.302360000000E+02		7.644010000000E+02		1.825590000000E+03
13		1		13		6		5		1		3		5			1.981421849000E-06		8.294088787000E-07		1.815824000000E+03		7.302360000000E+02		9.038000000000E+02		1.825590000000E+03
13		1		13		6		6		0		3		5			1.199216817000E-07		2.826750730000E-08		1.815824000000E+03		7.302360000000E+02		1.076531000000E+03		1.825590000000E+03
13		1		13		7		2		6		3		5			1.179911313000E-02		1.241407530000E-02		1.815824000000E+03		7.302360000000E+02		7.120420000000E+02		1.825590000000E+03
13		1		13		7		3		5		3		5			6.380423854000E-04		3.781040485000E-04		1.815824000000E+03		7.302360000000E+02		8.209440000000E+02		1.825590000000E+03
13		1		13		7		4		4		3		5			4.119465606000E-05		1.532918118000E-05		1.815824000000E+03		7.302360000000E+02		9.352780000000E+02		1.825590000000E+03
13		1		13		7		5		3		3		5			5.002530794000E-06		1.184673914000E-06		1.815824000000E+03		7.302360000000E+02		1.074924000000E+03		1.825590000000E+03
13		1		13		7		6		2		3		5			3.536711711000E-07		5.369878569000E-08		1.815824000000E+03		7.302360000000E+02		1.246767000000E+03		1.825590000000E+03
13		1		13		8		0		8		3		5			6.734427320000E-02		5.823939537000E-02		1.815824000000E+03		7.302360000000E+02		7.457810000000E+02		1.825590000000E+03
13		1		13		8		1		7		3		5			1.181089373000E-02		5.280882082000E-03		1.815824000000E+03		7.302360000000E+02		8.869600000000E+02		1.825590000000E+03
13		1		13		8		2		6		3		5			1.659184324000E-03		5.101654912000E-04		1.815824000000E+03		7.302360000000E+02		9.904120000000E+02		1.825590000000E+03
13		1		13		8		3		5		3		5			3.968426967000E-04		9.841676597000E-05		1.815824000000E+03		7.302360000000E+02		1.059175000000E+03		1.825590000000E+03
13		1		13		8		4		4		3		5			6.542144168000E-05		1.287363068000E-05		1.815824000000E+03		7.302360000000E+02		1.141911000000E+03		1.825590000000E+03
13		1		13		8		5		3		3		5			5.066604889000E-06		7.257529207000E-07		1.815824000000E+03		7.302360000000E+02		1.272246000000E+03		1.825590000000E+03
13		1		13		8		7		1		3		3			1.601817541000E-07		6.585661539000E-07		1.815824000000E+03		7.302360000000E+02		1.645533000000E+03		7.302360000000E+02
13		1		13		8		8		0		3		1			2.059987305000E-07		5.430732440000E-07		1.815824000000E+03		7.302360000000E+02		1.881415000000E+03		1.217060000000E+02
13		1		13		8		8		0		3		3			1.065954497000E-08		7.461897482000E-09		1.815824000000E+03		7.302360000000E+02		1.881415000000E+03		7.302360000000E+02
13		1		13		9		1		9		3		5			4.138139531000E-01		1.612511046000E-01		1.815824000000E+03		7.302360000000E+02		9.227280000000E+02		1.825590000000E+03
13		1		13		9		2		8		3		5			1.461077360000E-02		3.355977866000E-03		1.815824000000E+03		7.302360000000E+02		1.085548000000E+03		1.825590000000E+03
13		1		13		9		3		7		3		5			9.260453872000E-04		1.479977208000E-04		1.815824000000E+03		7.302360000000E+02		1.224951000000E+03		1.825590000000E+03
13		1		13		9		5		5		3		3			2.919563800000E-05		1.740590205000E-02		1.815824000000E+03		7.302360000000E+02		1.493585000000E+03		7.302360000000E+02
13		1		13		9		6		4		3		3			6.017408961000E-06		2.030880724000E-05		1.815824000000E+03		7.302360000000E+02		1.662719000000E+03		7.302360000000E+02
13		1		13		9		7		3		3		1			3.952547657000E-05		8.942667772000E-05		1.815824000000E+03		7.302360000000E+02		1.864974000000E+03		1.217060000000E+02
13		1		13		9		7		3		3		3			5.384450593000E-07		4.097888587000E-07		1.815824000000E+03		7.302360000000E+02		1.864974000000E+03		7.302360000000E+02
13		1		13		9		8		2		3		1			1.872144331000E-08		1.739586500000E-08		1.815824000000E+03		7.302360000000E+02		2.100067000000E+03		1.217060000000E+02
13		1		13		9		8		2		3		3			1.908417877000E-08		5.600519167000E-09		1.815824000000E+03		7.302360000000E+02		2.100067000000E+03		7.302360000000E+02
13		1		13		9		9		1		3		1			3.899602137000E-10		1.676506043000E-10		1.815824000000E+03		7.302360000000E+02		2.367500000000E+03		1.217060000000E+02
13		1		13		10		0		10		3		5			1.596836006000E+00		3.348997750000E-01		1.815824000000E+03		7.302360000000E+02		1.118159000000E+03		1.825590000000E+03
13		1		13		10		3		7		3		3			7.638581669000E-04		1.427626239000E-02		1.815824000000E+03		7.302360000000E+02		1.557545000000E+03		7.302360000000E+02
13		1		13		10		4		6		3		3			2.918123498000E-04		1.325393045000E-03		1.815824000000E+03		7.302360000000E+02		1.637483000000E+03		7.302360000000E+02
13		1		13		10		5		5		3		3			1.442435607000E-04		2.263445307000E-04		1.815824000000E+03		7.302360000000E+02		1.748051000000E+03		7.302360000000E+02
13		1		13		10		6		4		3		1			1.373892268000E-04		4.850640104000E-04		1.815824000000E+03		7.302360000000E+02		1.909534000000E+03		1.217060000000E+02
13		1		13		10		6		4		3		3			1.324402429000E-05		8.097437457000E-06		1.815824000000E+03		7.302360000000E+02		1.909534000000E+03		7.302360000000E+02
13		1		13		10		7		3		3		1			4.727388866000E-07		3.877469028000E-07		1.815824000000E+03		7.302360000000E+02		2.109692000000E+03		1.217060000000E+02
13		1		13		10		7		3		3		3			5.925061057000E-07		1.686057165000E-07		1.815824000000E+03		7.302360000000E+02		2.109692000000E+03		7.302360000000E+02
13		1		13		10		8		2		3		1			6.858888347000E-08		1.793661706000E-08		1.815824000000E+03		7.302360000000E+02		2.343673000000E+03		1.217060000000E+02
13		1		13		10		9		1		3		1			2.081773090000E-09		9.414175102000E-09		1.815824000000E+03		7.302360000000E+02		2.610369000000E+03		1.217060000000E+02
13		1		13		11		2		10		3		3			6.243198618000E-02		2.360741467000E+00		1.815824000000E+03		7.302360000000E+02		1.534465000000E+03		7.302360000000E+02
13		1		13		11		3		9		3		3			3.524709721000E-02		7.454268001000E-02		1.815824000000E+03		7.302360000000E+02		1.710870000000E+03		7.302360000000E+02
13		1		13		11		4		8		3		1			3.350229592000E-02		7.588001252000E-02		1.815824000000E+03		7.302360000000E+02		1.865093000000E+03		1.217060000000E+02
13		1		13		11		4		8		3		3			3.463562409000E-03		2.634349794000E-03		1.815824000000E+03		7.302360000000E+02		1.865093000000E+03		7.302360000000E+02
13		1		13		11		5		7		3		1			2.325761444000E-05		4.753194348000E-04		1.815824000000E+03		7.302360000000E+02		2.014030000000E+03		1.217060000000E+02
13		1		13		11		5		7		3		3			2.155836586000E-04		8.528582790000E-05		1.815824000000E+03		7.302360000000E+02		2.014030000000E+03		7.302360000000E+02
13		1		13		11		6		6		3		1			7.267714767000E-06		1.623844091000E-06		1.815824000000E+03		7.302360000000E+02		2.181184000000E+03		1.217060000000E+02
13		1		13		11		7		5		3		1			1.649605869000E-06		8.809487953000E-07		1.815824000000E+03		7.302360000000E+02		2.379900000000E+03		1.217060000000E+02
13		1		13		11		8		4		3		1			1.174299276000E-07		5.373414379000E-07		1.815824000000E+03		7.302360000000E+02		2.612446000000E+03		1.217060000000E+02
13		1		13		12		0		12		3		3			1.518705013000E+00		2.379131519000E+01		1.815824000000E+03		7.302360000000E+02		1.564716000000E+03		7.302360000000E+02
13		1		13		12		1		11		3		3			7.245120279000E-01		8.681099430000E-01		1.815824000000E+03		7.302360000000E+02		1.786779000000E+03		7.302360000000E+02
13		1		13		12		2		10		3		1			4.590993155000E-03		4.528174770000E-02		1.815824000000E+03		7.302360000000E+02		1.981367000000E+03		1.217060000000E+02
13		1		13		12		2		10		3		3			3.255390444000E-02		1.461050719000E-02		1.815824000000E+03		7.302360000000E+02		1.981367000000E+03		7.302360000000E+02
13		1		13		12		3		9		3		1			9.673290348000E-04		5.168539203000E-04		1.815824000000E+03		7.302360000000E+02		2.138537000000E+03		1.217060000000E+02
13		1		13		12		3		9		3		3			1.687308416000E-03		4.390162123000E-04		1.815824000000E+03		7.302360000000E+02		2.138537000000E+03		7.302360000000E+02
13		1		13		12		4		8		3		1			2.033257279000E-04		1.261480307000E-06		1.815824000000E+03		7.302360000000E+02		2.246228000000E+03		1.217060000000E+02
13		1		13		12		5		7		3		1			1.625075917000E-04		4.111750703000E-05		1.815824000000E+03		7.302360000000E+02		2.342291000000E+03		1.217060000000E+02
13		1		13		12		6		6		3		1			3.601419610000E-05		6.665208601000E-05		1.815824000000E+03		7.302360000000E+02		2.483865000000E+03		1.217060000000E+02
13		1		13		12		7		5		3		1			2.832748894000E-06		1.807189580000E-05		1.815824000000E+03		7.302360000000E+02		2.676293000000E+03		1.217060000000E+02
13		1		13		13		1		13		3		3			0.000000000000E+00		0.000000000000E+00		1.815824000000E+03		7.302360000000E+02		1.815824000000E+03		7.302360000000E+02
13		1		13		13		2		12		3		1			1.036106422000E-02		1.251594455000E+00		1.815824000000E+03		7.302360000000E+02		2.057783000000E+03		1.217060000000E+02
13		1		13		13		2		12		3		3			3.554803675000E-01		1.201434540000E-01		1.815824000000E+03		7.302360000000E+02		2.057783000000E+03		7.302360000000E+02
13		1		13		13		3		11		3		1			1.118621766000E-02		8.485199898000E-05		1.815824000000E+03		7.302360000000E+02		2.273615000000E+03		1.217060000000E+02
13		1		13		13		4		10		3		1			5.086794384000E-03		7.722464887000E-03		1.815824000000E+03		7.302360000000E+02		2.462683000000E+03		1.217060000000E+02
