#N =          J1         KA         KC         J2          E
  875         21          5         17          4   7154.968
  876         19          9         11          4   7161.126
  877         17         14          4          2   7166.001
  878         14          3         11          8   7168.838
  879         16         13          3          4   7180.418
  880         18         13          5          2   7182.941
  881         13          6          8          8   7184.718
  882          4          4          0         10   7188.543
  883          5          3          3         10   7200.104
  884         17         12          6          4   7204.902
  885         16         15          1          2   7208.338
  886         25          3         23          0   7210.450
  887         15         14          2          4   7215.398
  888         22          7         15          0   7226.087
  889          6          1          5         10   7238.746
  890         18         14          4          0   7239.664
  891         21         10         12          0   7249.180
  892         17         15          3          0   7256.245
  893         11          9          3          8   7259.570
  894         19         12          8          2   7260.972
  895         26          1         25          0   7267.929
  896         19          4         16          6   7272.964
  897         27          1         27          0   7279.559
  898          7          1          7         10   7281.389
  899         19         13          7          0   7283.030
  900         23          6         18          0   7284.313
  901         12          8          4          8   7288.060
  902         10         10          0          8   7290.763
  903         18         11          7          4   7290.958
  904         15          3         13          8   7292.483
  905          6          2          4         10   7299.572
  906         20          7         13          4   7307.873
  907          5          4          2         10   7310.313
  908         22          3         19          4   7311.971
  909         23          5         19          2   7317.687
  910         18          5         13          6   7322.989
  911         17          8         10          6   7323.967
  912         14          4         10          8   7327.897
  913         16         16          0          0   7331.418
  914         21          9         13          2   7340.669
  915          6          3          3         10   7358.875
  916         16          1         15          8   7363.295
  917         14         12          2          6   7372.071
  918         15         11          5          6   7377.816
  919         13          7          7          8   7379.520
  920         22          6         16          2   7381.461
  921         22          8         14          0   7382.180
  922         20          2         18          6   7384.890
  923         17          1         17          8   7387.208
  924         20         12          8          0   7388.496
  925         20         11          9          2   7403.167
  926          7          2          6         10   7405.872
  927         23          3         21          4   7419.327
  928         13         13          1          6   7425.282
  929         14          5          9          8   7438.684
  930          8          0          8         10   7439.611
  931         19         10         10          4   7442.198
  932         16         10          6          6   7444.556
  933         21          6         16          4   7445.375
  934         21          2         20          6   7448.832
  935          5          5          1         10   7451.562
  936          6          4          2         10   7458.231
  937         20          8         12          4   7458.238
  938         22          0         22          6   7466.562
  939         24          3         21          2   7471.087
  940         18          6         12          6   7477.911
  941         24          1         23          4   7479.360
  942         24          4         20          0   7487.566
  943         25          1         25          4   7493.424
  944          7          3          5         10   7514.774
  945         15          4         12          8   7520.633
  946         12          9          3          8   7552.459
  947         19          5         15          6   7552.890
  948         14          6          8          8   7556.703
  949         11         10          2          8   7557.852
  950         22          9         13          0   7559.058
  951         21         11         11          0   7559.656
  952         25          3         23          2   7575.568
  953         17          9          9          6   7575.878
  954          8          1          7         10   7580.790
  955         23          7         17          0   7584.318
  956         22          7         15          2   7591.205
  957         17         13          5          4   7595.042
  958          6          5          1         10   7597.630
  959         16         14          2          4   7604.207
  960         18         14          4          2   7604.782
  961         13          8          6          8   7607.905
  962         18          7         11          6   7608.591
  963         21         10         12          2   7614.298
  964          9          1          9         10   7616.558
  965         17         15          3          2   7621.363
  966          7          4          4         10   7629.108
  967         26          1         25          2   7633.047
  968         16          2         14          8   7638.985
  969         25          4         22          0   7639.278
  970         27          1         27          2   7644.677
  971         18         12          6          4   7646.097
  972         19         13          7          2   7648.148
  973         23          6         18          2   7649.431
  974         22          4         18          4   7652.993
  975         20          9         11          4   7670.139
  976         15         15          1          4   7672.063
  977          8          2          6         10   7684.242
  978         18         15          3          0   7694.179
  979         16         16          0          2   7696.536
  980         19         14          6          0   7703.615
  981         21          7         15          4   7705.671
  982         17          2         16          8   7708.422
  983         20          3         17          6   7713.700
  984         15          5         11          8   7721.929
  985         14          7          7          8   7730.866
  986         18          0         18          8   7731.087
  987         15         12          4          6   7737.433
  988         26          2         24          0   7742.361
  989         17         16          2          0   7743.864
  990         22          8         14          2   7747.298
  991          8          3          5         10   7753.005
  992         20         12          8          2   7753.614
  993         19         11          9          4   7759.896
  994         14         13          1          6   7765.045
  995          7          5          3         10   7768.754
  996         16         11          5          6   7769.515
  997          6          6          0         10   7770.361
  998         20         13          7          0   7773.765
  999          9          2          8         10   7779.378
 1000         18          8         10          6   7786.111
 1001         27          2         26          0   7798.574
 1002         19          6         14          6   7802.922
 1003         22         10         12          0   7806.018
 1004         23          4         20          4   7808.244
 1005         28          0         28          0   7808.989
 1006         10          0         10         10   7811.989
 1007         21          3         19          6   7824.085
 1008          8          4          4         10   7835.741
 1009         24          5         19          0   7839.738
 1010         12         10          2          8   7849.830
 1011         24          4         20          2   7852.684
 1012         23          8         16          0   7855.053
 1013         17         10          8          6   7863.774
 1014         13          9          5          8   7870.654
 1015         16          3         13          8   7886.431
 1016         22          1         21          6   7886.711
 1017         11         11          1          8   7888.371
 1018         23          1         23          6   7903.216
 1019         21         12         10          0   7907.172
 1020         15          6         10          8   7908.043
 1021         24          2         22          4   7914.146
 1022          9          3          7         10   7918.781
 1023         22          9         13          2   7924.176
 1024         21         11         11          2   7924.774
 1025          7          6          2         10   7940.597
 1026         20         10         10          4   7941.410
 1027         21          8         14          4   7946.695
 1028         23          7         17          2   7949.436
 1029         14          8          6          8   7953.941
 1030         22          5         17          4   7962.995
 1031          8          5          3         10   7966.076
 1032         25          2         24          4   7972.898
 1033         26          0         26          4   7985.744
 1034         10          1          9         10   7994.089
